GenereBrano;TitoloBrano;IdBrano;TitoloAlbum;NomeArtista;AutoriBrano;DurataBrano;CostoBrano
Metal;Welcome Home (Sanitarium);1856;Master Of Puppets;Metallica;K.Hammett;387186;0.99
Metal;Disposable Heroes;1857;Master Of Puppets;Metallica;J.Hetfield/L.Ulrich;496718;0.99
Metal;Leper Messiah;1858;Master Of Puppets;Metallica;C.Burton;347428;0.99
Metal;Orion;1859;Master Of Puppets;Metallica;K.Hammett;500062;0.99
Metal;Damage Inc.;1860;Master Of Puppets;Metallica;K.Hammett;330919;0.99
Metal;Fuel;1861;ReLoad;Metallica;Hetfield, Ulrich, Hammett;269557;0.99
Metal;The Memory Remains;1862;ReLoad;Metallica;Hetfield, Ulrich;279353;0.99
Metal;Devil's Dance;1863;ReLoad;Metallica;Hetfield, Ulrich;318955;0.99
Metal;The Unforgiven II;1864;ReLoad;Metallica;Hetfield, Ulrich, Hammett;395520;0.99
Metal;Better Than You;1865;ReLoad;Metallica;Hetfield, Ulrich;322899;0.99
Metal;Slither;1866;ReLoad;Metallica;Hetfield, Ulrich, Hammett;313103;0.99
Metal;Carpe Diem Baby;1867;ReLoad;Metallica;Hetfield, Ulrich, Hammett;372480;0.99
Metal;Bad Seed;1868;ReLoad;Metallica;Hetfield, Ulrich, Hammett;245394;0.99
Metal;Where The Wild Things Are;1869;ReLoad;Metallica;Hetfield, Ulrich, Newsted;414380;0.99
Metal;Prince Charming;1870;ReLoad;Metallica;Hetfield, Ulrich;365061;0.99
Metal;Low Man's Lyric;1871;ReLoad;Metallica;Hetfield, Ulrich;457639;0.99
Metal;Attitude;1872;ReLoad;Metallica;Hetfield, Ulrich;315898;0.99
Metal;Fixxxer;1873;ReLoad;Metallica;Hetfield, Ulrich, Hammett;496065;0.99
Metal;Fight Fire With Fire;1874;Ride The Lightning;Metallica;Metallica;285753;0.99
Metal;Ride The Lightning;1875;Ride The Lightning;Metallica;Metallica;397740;0.99
Metal;For Whom The Bell Tolls;1876;Ride The Lightning;Metallica;Metallica;311719;0.99
Metal;Fade To Black;1877;Ride The Lightning;Metallica;Metallica;414824;0.99
Metal;Trapped Under Ice;1878;Ride The Lightning;Metallica;Metallica;244532;0.99
Metal;Escape;1879;Ride The Lightning;Metallica;Metallica;264359;0.99
Metal;Creeping Death;1880;Ride The Lightning;Metallica;Metallica;396878;0.99
Metal;The Call Of Ktulu;1881;Ride The Lightning;Metallica;Metallica;534883;0.99
Metal;Frantic;1882;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;350458;0.99
Metal;St. Anger;1883;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;441234;0.99
Metal;Some Kind Of Monster;1884;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;505626;0.99
Metal;Dirty Window;1885;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;324989;0.99
Metal;Invisible Kid;1886;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;510197;0.99
Metal;My World;1887;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;345626;0.99
Metal;Shoot Me Again;1888;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;430210;0.99
Metal;Sweet Amber;1889;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;327235;0.99
Metal;The Unnamed Feeling;1890;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;429479;0.99
Metal;Purify;1891;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;314017;0.99
Metal;All Within My Hands;1892;St. Anger;Metallica;Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich;527986;0.99
Metal;Blackened;1893;...And Justice For All;Metallica;James Hetfield, Lars Ulrich & Jason Newsted;403382;0.99
Metal;...And Justice For All;1894;...And Justice For All;Metallica;James Hetfield, Lars Ulrich & Kirk Hammett;585769;0.99
Metal;Eye Of The Beholder;1895;...And Justice For All;Metallica;James Hetfield, Lars Ulrich & Kirk Hammett;385828;0.99
Metal;One;1896;...And Justice For All;Metallica;James Hetfield & Lars Ulrich;446484;0.99
Metal;The Shortest Straw;1897;...And Justice For All;Metallica;James Hetfield and Lars Ulrich;395389;0.99
Metal;Harvester Of Sorrow;1898;...And Justice For All;Metallica;James Hetfield and Lars Ulrich;345547;0.99
Metal;The Frayed Ends Of Sanity;1899;...And Justice For All;Metallica;James Hetfield, Lars Ulrich and Kirk Hammett;464039;0.99
Metal;To Live Is To Die;1900;...And Justice For All;Metallica;James Hetfield, Lars Ulrich and Cliff Burton;588564;0.99
Metal;Dyers Eve;1901;...And Justice For All;Metallica;James Hetfield, Lars Ulrich and Kirk Hammett;313991;0.99
Jazz;Springsville;1902;Miles Ahead;Miles Davis;J. Carisi;207725;0.99
Jazz;The Maids Of Cadiz;1903;Miles Ahead;Miles Davis;L. Delibes;233534;0.99
Jazz;The Duke;1904;Miles Ahead;Miles Davis;Dave Brubeck;214961;0.99
Jazz;My Ship;1905;Miles Ahead;Miles Davis;Ira Gershwin, Kurt Weill;268016;0.99
Jazz;Miles Ahead;1906;Miles Ahead;Miles Davis;Miles Davis, Gil Evans;209893;0.99
Jazz;Blues For Pablo;1907;Miles Ahead;Miles Davis;Gil Evans;318328;0.99
Jazz;New Rhumba;1908;Miles Ahead;Miles Davis;A. Jamal;276871;0.99
Jazz;The Meaning Of The Blues;1909;Miles Ahead;Miles Davis;R. Troup, L. Worth;168594;0.99
Jazz;Lament;1910;Miles Ahead;Miles Davis;J.J. Johnson;134191;0.99
Jazz;I Don't Wanna Be Kissed (By Anyone But You);1911;Miles Ahead;Miles Davis;H. Spina, J. Elliott;191320;0.99
Jazz;Springsville (Alternate Take);1912;Miles Ahead;Miles Davis;J. Carisi;196388;0.99
Jazz;Blues For Pablo (Alternate Take);1913;Miles Ahead;Miles Davis;Gil Evans;212558;0.99
Jazz;The Meaning Of The Blues/Lament (Alternate Take);1914;Miles Ahead;Miles Davis;J.J. Johnson/R. Troup, L. Worth;309786;0.99
Jazz;I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take);1915;Miles Ahead;Miles Davis;H. Spina, J. Elliott;192078;0.99
Latin;Coração De Estudante;1916;Milton Nascimento Ao Vivo;Milton Nascimento;Wagner Tiso, Milton Nascimento;238550;0.99
Latin;A Noite Do Meu Bem;1917;Milton Nascimento Ao Vivo;Milton Nascimento;Dolores Duran;220081;0.99
Latin;Paisagem Na Janela;1918;Milton Nascimento Ao Vivo;Milton Nascimento;Lô Borges, Fernando Brant;197694;0.99
Latin;Cuitelinho;1919;Milton Nascimento Ao Vivo;Milton Nascimento;Folclore;209397;0.99
Latin;Caxangá;1920;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;245551;0.99
Latin;Nos Bailes Da Vida;1921;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;275748;0.99
Latin;Menestrel Das Alagoas;1922;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;199758;0.99
Latin;Brasil;1923;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;155428;0.99
Latin;Canção Do Novo Mundo;1924;Milton Nascimento Ao Vivo;Milton Nascimento;Beto Guedes, Ronaldo Bastos;215353;0.99
Latin;Um Gosto De Sol;1925;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Ronaldo Bastos;307200;0.99
Latin;Solar;1926;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;156212;0.99
Latin;Para Lennon E McCartney;1927;Milton Nascimento Ao Vivo;Milton Nascimento;Lô Borges, Márcio Borges, Fernando Brant;321828;0.99
Latin;Maria, Maria;1928;Milton Nascimento Ao Vivo;Milton Nascimento;Milton Nascimento, Fernando Brant;72463;0.99
Latin;Minas;1929;Minas;Milton Nascimento;Milton Nascimento, Caetano Veloso;152293;0.99
Latin;Fé Cega, Faca Amolada;1930;Minas;Milton Nascimento;Milton Nascimento, Ronaldo Bastos;278099;0.99
Latin;Beijo Partido;1931;Minas;Milton Nascimento;Toninho Horta;229564;0.99
Latin;Saudade Dos Aviões Da Panair (Conversando No Bar);1932;Minas;Milton Nascimento;Milton Nascimento, Fernando Brant;268721;0.99
Latin;Gran Circo;1933;Minas;Milton Nascimento;Milton Nascimento, Márcio Borges;251297;0.99
Latin;Ponta de Areia;1934;Minas;Milton Nascimento;Milton Nascimento, Fernando Brant;272796;0.99
Latin;Trastevere;1935;Minas;Milton Nascimento;Milton Nascimento, Ronaldo Bastos;265665;0.99
Latin;Idolatrada;1936;Minas;Milton Nascimento;Milton Nascimento, Fernando Brant;286249;0.99
Latin;Leila (Venha Ser Feliz);1937;Minas;Milton Nascimento;Milton Nascimento;209737;0.99
Latin;Paula E Bebeto;1938;Minas;Milton Nascimento;Milton Nascimento, Caetano Veloso;135732;0.99
Latin;Simples;1939;Minas;Milton Nascimento;Nelson Angelo;133093;0.99
Latin;Norwegian Wood;1940;Minas;Milton Nascimento;John Lennon, Paul McCartney;413910;0.99
Latin;Caso Você Queira Saber;1941;Minas;Milton Nascimento;Beto Guedes, Márcio Borges;205688;0.99
Metal;Ace Of Spades;1942;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;169926;0.99
Metal;Love Me Like A Reptile;1943;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;203546;0.99
Metal;Shoot You In The Back;1944;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;160026;0.99
Metal;Live To Win;1945;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;217626;0.99
Metal;Fast And Loose;1946;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;203337;0.99
Metal;(We Are) The Road Crew;1947;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;192600;0.99
Metal;Fire Fire;1948;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;164675;0.99
Metal;Jailbait;1949;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;213916;0.99
Metal;Dance;1950;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;158432;0.99
Metal;Bite The Bullet;1951;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;98115;0.99
Metal;The Chase Is Better Than The Catch;1952;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;258403;0.99
Metal;The Hammer;1953;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;168071;0.99
Metal;Dirty Love;1954;Ace Of Spades;Motörhead;Clarke/Kilmister/Taylor;176457;0.99
Metal;Please Don't Touch;1955;Ace Of Spades;Motörhead;Heath/Robinson;169926;0.99
Metal;Emergency;1956;Ace Of Spades;Motörhead;Dufort/Johnson/McAuliffe/Williams;180427;0.99
World;Kir Royal;1957;Demorou...;Mônica Marianno;Mônica Marianno;234788;0.99
World;O Que Vai Em Meu Coração;1958;Demorou...;Mônica Marianno;Mônica Marianno;255373;0.99
World;Aos Leões;1959;Demorou...;Mônica Marianno;Mônica Marianno;234684;0.99
World;Dois Índios;1960;Demorou...;Mônica Marianno;Mônica Marianno;219271;0.99
World;Noite Negra;1961;Demorou...;Mônica Marianno;Mônica Marianno;206811;0.99
World;Beijo do Olhar;1962;Demorou...;Mônica Marianno;Mônica Marianno;252682;0.99
World;É Fogo;1963;Demorou...;Mônica Marianno;Mônica Marianno;194873;0.99
World;Já Foi;1964;Demorou...;Mônica Marianno;Mônica Marianno;245681;0.99
World;Só Se For Pelo Cabelo;1965;Demorou...;Mônica Marianno;Mônica Marianno;238288;0.99
World;No Clima;1966;Demorou...;Mônica Marianno;Mônica Marianno;249495;0.99
World;A Moça e a Chuva;1967;Demorou...;Mônica Marianno;Mônica Marianno;274625;0.99
World;Demorou!;1968;Demorou...;Mônica Marianno;Mônica Marianno;39131;0.99
Metal;Bitter Pill;1969;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;266814;0.99
Metal;Enslaved;1970;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx/Tommy Lee;269844;0.99
Metal;Girls, Girls, Girls;1971;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx/Tommy Lee;270288;0.99
Metal;Kickstart My Heart;1972;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx;283559;0.99
Metal;Wild Side;1973;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx/Tommy Lee/Vince Neil;276767;0.99
Metal;Glitter;1974;Motley Crue Greatest Hits;Mötley Crüe;Bryan Adams/Nikki Sixx/Scott Humphrey;340114;0.99
Metal;Dr. Feelgood;1975;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx;282618;0.99
Metal;Same Ol' Situation;1976;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;254511;0.99
Metal;Home Sweet Home;1977;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx/Tommy Lee/Vince Neil;236904;0.99
Metal;Afraid;1978;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx;248006;0.99
Metal;Don't Go Away Mad (Just Go Away);1979;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx;279980;0.99
Metal;Without You;1980;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx;268956;0.99
Metal;Smokin' in The Boys Room;1981;Motley Crue Greatest Hits;Mötley Crüe;Cub Coda/Michael Lutz;206837;0.99
Metal;Primal Scream;1982;Motley Crue Greatest Hits;Mötley Crüe;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;286197;0.99
Metal;Too Fast For Love;1983;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx;200829;0.99
Metal;Looks That Kill;1984;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx;240979;0.99
Metal;Shout At The Devil;1985;Motley Crue Greatest Hits;Mötley Crüe;Nikki Sixx;221962;0.99
Rock;Intro;1986;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;52218;0.99
Rock;School;1987;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;160235;0.99
Rock;Drain You;1988;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;215196;0.99
Rock;Aneurysm;1989;From The Muddy Banks Of The Wishkah [Live];Nirvana;Nirvana;271516;0.99
Rock;Smells Like Teen Spirit;1990;From The Muddy Banks Of The Wishkah [Live];Nirvana;Nirvana;287190;0.99
Rock;Been A Son;1991;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;127555;0.99
Rock;Lithium;1992;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;250017;0.99
Rock;Sliver;1993;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;116218;0.99
Rock;Spank Thru;1994;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;190354;0.99
Rock;Scentless Apprentice;1995;From The Muddy Banks Of The Wishkah [Live];Nirvana;Nirvana;211200;0.99
Rock;Heart-Shaped Box;1996;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;281887;0.99
Rock;Milk It;1997;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;225724;0.99
Rock;Negative Creep;1998;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;163761;0.99
Rock;Polly;1999;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;149995;0.99
Rock;Breed;2000;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;208378;0.99
Rock;Tourette's;2001;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;115591;0.99
Rock;Blew;2002;From The Muddy Banks Of The Wishkah [Live];Nirvana;Kurt Cobain;216346;0.99
Rock;Smells Like Teen Spirit;2003;Nevermind;Nirvana;Kurt Cobain;301296;0.99
Rock;In Bloom;2004;Nevermind;Nirvana;Kurt Cobain;254928;0.99
Rock;Come As You Are;2005;Nevermind;Nirvana;Kurt Cobain;219219;0.99
Rock;Breed;2006;Nevermind;Nirvana;Kurt Cobain;183928;0.99
Rock;Lithium;2007;Nevermind;Nirvana;Kurt Cobain;256992;0.99
Rock;Polly;2008;Nevermind;Nirvana;Kurt Cobain;177031;0.99
Rock;Territorial Pissings;2009;Nevermind;Nirvana;Kurt Cobain;143281;0.99
Rock;Drain You;2010;Nevermind;Nirvana;Kurt Cobain;223973;0.99
Rock;Lounge Act;2011;Nevermind;Nirvana;Kurt Cobain;156786;0.99
Rock;Stay Away;2012;Nevermind;Nirvana;Kurt Cobain;212636;0.99
Rock;On A Plain;2013;Nevermind;Nirvana;Kurt Cobain;196440;0.99
Rock;Something In The Way;2014;Nevermind;Nirvana;Kurt Cobain;230556;0.99
Rock;Time;2015;Compositores;O Terço;NULL;96888;0.99
Rock;P.S.Apareça;2016;Compositores;O Terço;NULL;209188;0.99
Rock;Sangue Latino;2017;Compositores;O Terço;NULL;223033;0.99
Rock;Folhas Secas;2018;Compositores;O Terço;NULL;161253;0.99
Rock;Poeira;2019;Compositores;O Terço;NULL;267075;0.99
Rock;Mágica;2020;Compositores;O Terço;NULL;233743;0.99
Rock;Quem Mata A Mulher Mata O Melhor;2021;Compositores;O Terço;NULL;262791;0.99
Rock;Mundaréu;2022;Compositores;O Terço;NULL;217521;0.99
Rock;O Braço Da Minha Guitarra;2023;Compositores;O Terço;NULL;258351;0.99
Rock;Deus;2024;Compositores;O Terço;NULL;284160;0.99
Rock;Mãe Terra;2025;Compositores;O Terço;NULL;306625;0.99
Rock;Às Vezes;2026;Compositores;O Terço;NULL;330292;0.99
Rock;Menino De Rua;2027;Compositores;O Terço;NULL;329795;0.99
Rock;Prazer E Fé;2028;Compositores;O Terço;NULL;214831;0.99
Rock;Elza;2029;Compositores;O Terço;NULL;199105;0.99
Latin;Requebra;2030;Olodum;Olodum;NULL;240744;0.99
Latin;Nossa Gente (Avisa Là);2031;Olodum;Olodum;NULL;188212;0.99
Latin;Olodum - Alegria Geral;2032;Olodum;Olodum;NULL;233404;0.99
Latin;Madagáscar Olodum;2033;Olodum;Olodum;NULL;252264;0.99
Latin;Faraó Divindade Do Egito;2034;Olodum;Olodum;NULL;228571;0.99
Latin;Todo Amor (Asas Da Liberdade);2035;Olodum;Olodum;NULL;245133;0.99
Latin;Denúncia;2036;Olodum;Olodum;NULL;159555;0.99
Latin;Olodum, A Banda Do Pelô;2037;Olodum;Olodum;NULL;146599;0.99
Latin;Cartao Postal;2038;Olodum;Olodum;NULL;211565;0.99
Latin;Jeito Faceiro;2039;Olodum;Olodum;NULL;217286;0.99
Latin;Revolta Olodum;2040;Olodum;Olodum;NULL;230191;0.99
Latin;Reggae Odoyá;2041;Olodum;Olodum;NULL;224470;0.99
Latin;Protesto Do Olodum (Ao Vivo);2042;Olodum;Olodum;NULL;206001;0.99
Latin;Olodum - Smile (Instrumental);2043;Olodum;Olodum;NULL;235833;0.99
Latin;Vulcão Dub - Fui Eu;2044;Acústico MTV;Os Paralamas Do Sucesso;Bi Ribeira/Herbert Vianna/João Barone;287059;0.99
Latin;O Trem Da Juventude;2045;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;225880;0.99
Latin;Manguetown;2046;Acústico MTV;Os Paralamas Do Sucesso;Chico Science/Dengue/Lúcio Maia;162925;0.99
Latin;Um Amor, Um Lugar;2047;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;184555;0.99
Latin;Bora-Bora;2048;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;182987;0.99
Latin;Vai Valer;2049;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;206524;0.99
Latin;I Feel Good (I Got You) - Sossego;2050;Acústico MTV;Os Paralamas Do Sucesso;James Brown/Tim Maia;244976;0.99
Latin;Uns Dias;2051;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;240796;0.99
Latin;Sincero Breu;2052;Acústico MTV;Os Paralamas Do Sucesso;C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva;208013;0.99
Latin;Meu Erro;2053;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;188577;0.99
Latin;Selvagem;2054;Acústico MTV;Os Paralamas Do Sucesso;Bi Ribeiro/Herbert Vianna/João Barone;148558;0.99
Latin;Brasília 5:31;2055;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;178337;0.99
Latin;Tendo A Lua;2056;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna/Tet Tillett;198922;0.99
Latin;Que País É Este;2057;Acústico MTV;Os Paralamas Do Sucesso;Renato Russo;216685;0.99
Latin;Navegar Impreciso;2058;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;262870;0.99
Latin;Feira Moderna;2059;Acústico MTV;Os Paralamas Do Sucesso;Beto Guedes/Fernando Brant/L Borges;182517;0.99
Latin;Tequila - Lourinha Bombril (Parate Y Mira);2060;Acústico MTV;Os Paralamas Do Sucesso;Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna;255738;0.99
Latin;Vamo Batê Lata;2061;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;228754;0.99
Latin;Life During Wartime;2062;Acústico MTV;Os Paralamas Do Sucesso;Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth;259186;0.99
Latin;Nebulosa Do Amor;2063;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;203415;0.99
Latin;Caleidoscópio;2064;Acústico MTV;Os Paralamas Do Sucesso;Herbert Vianna;256522;0.99
Latin;Trac Trac;2065;Arquivo II;Os Paralamas Do Sucesso;Fito Paez/Herbert Vianna;231653;0.99
Latin;Tendo A Lua;2066;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna/Tetê Tillet;219585;0.99
Latin;Mensagen De Amor (2000);2067;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;183588;0.99
Latin;Lourinha Bombril;2068;Arquivo II;Os Paralamas Do Sucesso;Bahiano/Diego Blanco/Herbert Vianna;159895;0.99
Latin;La Bella Luna;2069;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;192653;0.99
Latin;Busca Vida;2070;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;176431;0.99
Latin;Uma Brasileira;2071;Arquivo II;Os Paralamas Do Sucesso;Carlinhos Brown/Herbert Vianna;217573;0.99
Latin;Luis Inacio (300 Picaretas);2072;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;198191;0.99
Latin;Saber Amar;2073;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;202788;0.99
Latin;Ela Disse Adeus;2074;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;226298;0.99
Latin;O Amor Nao Sabe Esperar;2075;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna;241084;0.99
Latin;Aonde Quer Que Eu Va;2076;Arquivo II;Os Paralamas Do Sucesso;Herbert Vianna/Paulo Sérgio Valle;258089;0.99
Latin;Caleidoscópio;2077;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;211330;0.99
Latin;Óculos;2078;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;219271;0.99
Latin;Cinema Mudo;2079;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;227918;0.99
Latin;Alagados;2080;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;302393;0.99
Latin;Lanterna Dos Afogados;2081;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;190197;0.99
Latin;Melô Do Marinheiro;2082;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;208352;0.99
Latin;Vital E Sua Moto;2083;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;210207;0.99
Latin;O Beco;2084;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;189178;0.99
Latin;Meu Erro;2085;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;208431;0.99
Latin;Perplexo;2086;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;161175;0.99
Latin;Me Liga;2087;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;229590;0.99
Latin;Quase Um Segundo;2088;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;275644;0.99
Latin;Selvagem;2089;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;245890;0.99
Latin;Romance Ideal;2090;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;250070;0.99
Latin;Será Que Vai Chover?;2091;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;337057;0.99
Latin;SKA;2092;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;NULL;148871;0.99
Rock;Bark at the Moon;2093;Bark at the Moon (Remastered);Ozzy Osbourne;O. Osbourne;257252;0.99
Rock;I Don't Know;2094;Blizzard of Ozz;Ozzy Osbourne;B. Daisley, O. Osbourne & R. Rhoads;312980;0.99
Rock;Crazy Train;2095;Blizzard of Ozz;Ozzy Osbourne;B. Daisley, O. Osbourne & R. Rhoads;295960;0.99
Rock;Flying High Again;2096;Diary of a Madman (Remastered);Ozzy Osbourne;L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads;290851;0.99
Rock;Mama, I'm Coming Home;2097;No More Tears (Remastered);Ozzy Osbourne;L. Kilmister, O. Osbourne & Z. Wylde;251586;0.99
Rock;No More Tears;2098;No More Tears (Remastered);Ozzy Osbourne;J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde;444358;0.99
Metal;I Don't Know;2099;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;283088;0.99
Metal;Crazy Train;2100;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;322716;0.99
Metal;Believer;2101;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;308897;0.99
Metal;Mr. Crowley;2102;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;344241;0.99
Metal;Flying High Again;2103;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake;261224;0.99
Metal;Relvelation (Mother Earth);2104;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;349440;0.99
Metal;Steal Away (The Night);2105;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;485720;0.99
Metal;Suicide Solution (With Guitar Solo);2106;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;467069;0.99
Metal;Iron Man;2107;Tribute;Ozzy Osbourne;A. F. Iommi, W. Ward, T. Butler, J. Osbourne;172120;0.99
Metal;Children Of The Grave;2108;Tribute;Ozzy Osbourne;A. F. Iommi, W. Ward, T. Butler, J. Osbourne;357067;0.99
Metal;Paranoid;2109;Tribute;Ozzy Osbourne;A. F. Iommi, W. Ward, T. Butler, J. Osbourne;176352;0.99
Metal;Goodbye To Romance;2110;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;334393;0.99
Metal;No Bone Movies;2111;Tribute;Ozzy Osbourne;O. Osbourne, R. Daisley, R. Rhoads;249208;0.99
