GenereBrano;TitoloBrano;IdBrano;TitoloAlbum;NomeArtista;AutoriBrano;DurataBrano;CostoBrano
Rock;For Those About To Rock (We Salute You);1;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;343719;0.99
Rock;Put The Finger On You;6;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;205662;0.99
Rock;Let's Get It Up;7;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;233926;0.99
Rock;Inject The Venom;8;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;210834;0.99
Rock;Snowballed;9;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;203102;0.99
Rock;Evil Walks;10;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;263497;0.99
Rock;C.O.D.;11;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;199836;0.99
Rock;Breaking The Rules;12;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;263288;0.99
Rock;Night Of The Long Knives;13;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;205688;0.99
Rock;Spellbound;14;For Those About To Rock We Salute You;AC/DC;Angus Young, Malcolm Young, Brian Johnson;270863;0.99
Rock;Balls to the Wall;2;Balls to the Wall;Accept;NULL;342562;0.99
Rock;Fast As a Shark;3;Restless and Wild;Accept;F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman;230619;0.99
Rock;Restless and Wild;4;Restless and Wild;Accept;F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman;252051;0.99
Rock;Princess of the Dawn;5;Restless and Wild;Accept;Deaffy & R.A. Smith-Diesel;375418;0.99
Rock;Go Down;15;Let There Be Rock;AC/DC;AC/DC;331180;0.99
Rock;Dog Eat Dog;16;Let There Be Rock;AC/DC;AC/DC;215196;0.99
Rock;Let There Be Rock;17;Let There Be Rock;AC/DC;AC/DC;366654;0.99
Rock;Bad Boy Boogie;18;Let There Be Rock;AC/DC;AC/DC;267728;0.99
Rock;Problem Child;19;Let There Be Rock;AC/DC;AC/DC;325041;0.99
Rock;Overdose;20;Let There Be Rock;AC/DC;AC/DC;369319;0.99
Rock;Hell Ain't A Bad Place To Be;21;Let There Be Rock;AC/DC;AC/DC;254380;0.99
Rock;Whole Lotta Rosie;22;Let There Be Rock;AC/DC;AC/DC;323761;0.99
Rock;Walk On Water;23;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Jack Blades, Tommy Shaw;295680;0.99
Rock;Love In An Elevator;24;Big Ones;Aerosmith;Steven Tyler, Joe Perry;321828;0.99
Rock;Rag Doll;25;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Jim Vallance, Holly Knight;264698;0.99
Rock;What It Takes;26;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Desmond Child;310622;0.99
Rock;Dude (Looks Like A Lady);27;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Desmond Child;264855;0.99
Rock;Janie's Got A Gun;28;Big Ones;Aerosmith;Steven Tyler, Tom Hamilton;330736;0.99
Rock;Cryin';29;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Taylor Rhodes;309263;0.99
Rock;Amazing;30;Big Ones;Aerosmith;Steven Tyler, Richie Supa;356519;0.99
Rock;Blind Man;31;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Taylor Rhodes;240718;0.99
Rock;Deuces Are Wild;32;Big Ones;Aerosmith;Steven Tyler, Jim Vallance;215875;0.99
Rock;The Other Side;33;Big Ones;Aerosmith;Steven Tyler, Jim Vallance;244375;0.99
Rock;Crazy;34;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Desmond Child;316656;0.99
Rock;Eat The Rich;35;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Jim Vallance;251036;0.99
Rock;Angel;36;Big Ones;Aerosmith;Steven Tyler, Desmond Child;307617;0.99
Rock;Livin' On The Edge;37;Big Ones;Aerosmith;Steven Tyler, Joe Perry, Mark Hudson;381231;0.99
Rock;All I Really Want;38;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;284891;0.99
Rock;You Oughta Know;39;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;249234;0.99
Rock;Perfect;40;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;188133;0.99
Rock;Hand In My Pocket;41;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;221570;0.99
Rock;Right Through You;42;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;176117;0.99
Rock;Forgiven;43;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;300355;0.99
Rock;You Learn;44;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;239699;0.99
Rock;Head Over Feet;45;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;267493;0.99
Rock;Mary Jane;46;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;280607;0.99
Rock;Ironic;47;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;229825;0.99
Rock;Not The Doctor;48;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;227631;0.99
Rock;Wake Up;49;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;293485;0.99
Rock;You Oughta Know (Alternate);50;Jagged Little Pill;Alanis Morissette;Alanis Morissette & Glenn Ballard;491885;0.99
Rock;We Die Young;51;Facelift;Alice In Chains;Jerry Cantrell;152084;0.99
Rock;Man In The Box;52;Facelift;Alice In Chains;Jerry Cantrell, Layne Staley;286641;0.99
Rock;Sea Of Sorrow;53;Facelift;Alice In Chains;Jerry Cantrell;349831;0.99
Rock;Bleed The Freak;54;Facelift;Alice In Chains;Jerry Cantrell;241946;0.99
Rock;I Can't Remember;55;Facelift;Alice In Chains;Jerry Cantrell, Layne Staley;222955;0.99
Rock;Love, Hate, Love;56;Facelift;Alice In Chains;Jerry Cantrell, Layne Staley;387134;0.99
Rock;It Ain't Like That;57;Facelift;Alice In Chains;Jerry Cantrell, Michael Starr, Sean Kinney;277577;0.99
Rock;Sunshine;58;Facelift;Alice In Chains;Jerry Cantrell;284969;0.99
Rock;Put You Down;59;Facelift;Alice In Chains;Jerry Cantrell;196231;0.99
Rock;Confusion;60;Facelift;Alice In Chains;Jerry Cantrell, Michael Starr, Layne Staley;344163;0.99
Rock;I Know Somethin (Bout You);61;Facelift;Alice In Chains;Jerry Cantrell;261955;0.99
Rock;Real Thing;62;Facelift;Alice In Chains;Jerry Cantrell, Layne Staley;243879;0.99
Jazz;Desafinado;63;Warner 25 Anos;Antônio Carlos Jobim;NULL;185338;0.99
Jazz;Garota De Ipanema;64;Warner 25 Anos;Antônio Carlos Jobim;NULL;285048;0.99
Jazz;Samba De Uma Nota Só (One Note Samba);65;Warner 25 Anos;Antônio Carlos Jobim;NULL;137273;0.99
Jazz;Por Causa De Você;66;Warner 25 Anos;Antônio Carlos Jobim;NULL;169900;0.99
Jazz;Ligia;67;Warner 25 Anos;Antônio Carlos Jobim;NULL;251977;0.99
Jazz;Fotografia;68;Warner 25 Anos;Antônio Carlos Jobim;NULL;129227;0.99
Jazz;Dindi (Dindi);69;Warner 25 Anos;Antônio Carlos Jobim;NULL;253178;0.99
Jazz;Se Todos Fossem Iguais A Você (Instrumental);70;Warner 25 Anos;Antônio Carlos Jobim;NULL;134948;0.99
Jazz;Falando De Amor;71;Warner 25 Anos;Antônio Carlos Jobim;NULL;219663;0.99
Jazz;Angela;72;Warner 25 Anos;Antônio Carlos Jobim;NULL;169508;0.99
Jazz;Corcovado (Quiet Nights Of Quiet Stars);73;Warner 25 Anos;Antônio Carlos Jobim;NULL;205662;0.99
Jazz;Outra Vez;74;Warner 25 Anos;Antônio Carlos Jobim;NULL;126511;0.99
Jazz;O Boto (Bôto);75;Warner 25 Anos;Antônio Carlos Jobim;NULL;366837;0.99
Jazz;Canta, Canta Mais;76;Warner 25 Anos;Antônio Carlos Jobim;NULL;271856;0.99
Metal;Enter Sandman;77;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;221701;0.99
Metal;Master Of Puppets;78;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;436453;0.99
Metal;Harvester Of Sorrow;79;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;374543;0.99
Metal;The Unforgiven;80;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;322925;0.99
Metal;Sad But True;81;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;288208;0.99
Metal;Creeping Death;82;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;308035;0.99
Metal;Wherever I May Roam;83;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;369345;0.99
Metal;Welcome Home (Sanitarium);84;Plays Metallica By Four Cellos;Apocalyptica;Apocalyptica;350197;0.99
Rock;Cochise;85;Audioslave;Audioslave;Audioslave/Chris Cornell;222380;0.99
Rock;Show Me How to Live;86;Audioslave;Audioslave;Audioslave/Chris Cornell;277890;0.99
Rock;Gasoline;87;Audioslave;Audioslave;Audioslave/Chris Cornell;279457;0.99
Rock;What You Are;88;Audioslave;Audioslave;Audioslave/Chris Cornell;249391;0.99
Rock;Like a Stone;89;Audioslave;Audioslave;Audioslave/Chris Cornell;294034;0.99
Rock;Set It Off;90;Audioslave;Audioslave;Audioslave/Chris Cornell;263262;0.99
Rock;Shadow on the Sun;91;Audioslave;Audioslave;Audioslave/Chris Cornell;343457;0.99
Rock;I am the Highway;92;Audioslave;Audioslave;Audioslave/Chris Cornell;334942;0.99
Rock;Exploder;93;Audioslave;Audioslave;Audioslave/Chris Cornell;206053;0.99
Rock;Hypnotize;94;Audioslave;Audioslave;Audioslave/Chris Cornell;206628;0.99
Rock;Bring'em Back Alive;95;Audioslave;Audioslave;Audioslave/Chris Cornell;329534;0.99
Rock;Light My Way;96;Audioslave;Audioslave;Audioslave/Chris Cornell;303595;0.99
Rock;Getaway Car;97;Audioslave;Audioslave;Audioslave/Chris Cornell;299598;0.99
Rock;The Last Remaining Light;98;Audioslave;Audioslave;Audioslave/Chris Cornell;317492;0.99
Alternative & Punk;Your Time Has Come;99;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;255529;0.99
Alternative & Punk;Out Of Exile;100;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;291291;0.99
Alternative & Punk;Be Yourself;101;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;279484;0.99
Alternative & Punk;Doesn't Remind Me;102;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;255869;0.99
Alternative & Punk;Drown Me Slowly;103;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;233691;0.99
Alternative & Punk;Heaven's Dead;104;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;276688;0.99
Alternative & Punk;The Worm;105;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;237714;0.99
Alternative & Punk;Man Or Animal;106;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;233195;0.99
Alternative & Punk;Yesterday To Tomorrow;107;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;273763;0.99
Alternative & Punk;Dandelion;108;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;278125;0.99
Alternative & Punk;#1 Zero;109;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;299102;0.99
Alternative & Punk;The Curse;110;Out Of Exile;Audioslave;Cornell, Commerford, Morello, Wilk;309786;0.99
Rock And Roll;Money;111;BackBeat Soundtrack;BackBeat;Berry Gordy, Jr./Janie Bradford;147591;0.99
Rock And Roll;Long Tall Sally;112;BackBeat Soundtrack;BackBeat;"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell";106396;0.99
Rock And Roll;Bad Boy;113;BackBeat Soundtrack;BackBeat;Larry Williams;116088;0.99
Rock And Roll;Twist And Shout;114;BackBeat Soundtrack;BackBeat;Bert Russell/Phil Medley;161123;0.99
Rock And Roll;Please Mr. Postman;115;BackBeat Soundtrack;BackBeat;Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett;137639;0.99
Rock And Roll;C'Mon Everybody;116;BackBeat Soundtrack;BackBeat;Eddie Cochran/Jerry Capehart;140199;0.99
Rock And Roll;Rock 'N' Roll Music;117;BackBeat Soundtrack;BackBeat;Chuck Berry;141923;0.99
Rock And Roll;Slow Down;118;BackBeat Soundtrack;BackBeat;Larry Williams;163265;0.99
Rock And Roll;Roadrunner;119;BackBeat Soundtrack;BackBeat;Bo Diddley;143595;0.99
Rock And Roll;Carol;120;BackBeat Soundtrack;BackBeat;Chuck Berry;143830;0.99
Rock And Roll;Good Golly Miss Molly;121;BackBeat Soundtrack;BackBeat;Little Richard;106266;0.99
Rock And Roll;20 Flight Rock;122;BackBeat Soundtrack;BackBeat;Ned Fairchild;107807;0.99
Jazz;Quadrant;123;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;261851;0.99
Jazz;Snoopy's search-Red baron;124;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;456071;0.99
Jazz;"Spanish moss-""A sound portrait""-Spanish moss";125;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;248084;0.99
Jazz;Moon germs;126;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;294060;0.99
Jazz;Stratus;127;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;582086;0.99
Jazz;The pleasant pheasant;128;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;318066;0.99
Jazz;Solo-Panhandler;129;The Best Of Billy Cobham;Billy Cobham;Billy Cobham;246151;0.99
Jazz;Do what cha wanna;130;The Best Of Billy Cobham;Billy Cobham;George Duke;274155;0.99
Metal;Intro/ Low Down;131;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;323683;0.99
Metal;13 Years Of Grief;132;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;246987;0.99
Metal;Stronger Than Death;133;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;300747;0.99
Metal;All For You;134;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;235833;0.99
Metal;Super Terrorizer;135;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;319373;0.99
Metal;Phoney Smile Fake Hellos;136;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;273606;0.99
Metal;Lost My Better Half;137;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;284081;0.99
Metal;Bored To Tears;138;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;247327;0.99
Metal;A.N.D.R.O.T.A.Z.;139;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;266266;0.99
Metal;Born To Booze;140;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;282122;0.99
Metal;World Of Trouble;141;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;359157;0.99
Metal;No More Tears;142;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;555075;0.99
Metal;The Begining... At Last;143;Alcohol Fueled Brewtality Live! [Disc 1];Black Label Society;NULL;365662;0.99
Metal;Heart Of Gold;144;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society;NULL;194873;0.99
Metal;Snowblind;145;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society;NULL;420022;0.99
Metal;Like A Bird;146;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society;NULL;276532;0.99
Metal;Blood In The Wall;147;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society;NULL;284368;0.99
Metal;The Beginning...At Last;148;Alcohol Fueled Brewtality Live! [Disc 2];Black Label Society;NULL;271960;0.99
Metal;Black Sabbath;149;Black Sabbath;Black Sabbath;NULL;382066;0.99
Metal;The Wizard;150;Black Sabbath;Black Sabbath;NULL;264829;0.99
Metal;Behind The Wall Of Sleep;151;Black Sabbath;Black Sabbath;NULL;217573;0.99
Metal;N.I.B.;152;Black Sabbath;Black Sabbath;NULL;368770;0.99
Metal;Evil Woman;153;Black Sabbath;Black Sabbath;NULL;204930;0.99
Metal;Sleeping Village;154;Black Sabbath;Black Sabbath;NULL;644571;0.99
Metal;Warning;155;Black Sabbath;Black Sabbath;NULL;212062;0.99
Metal;Wheels Of Confusion / The Straightener;156;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;494524;0.99
Metal;Tomorrow's Dream;157;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;192496;0.99
Metal;Changes;158;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;286275;0.99
Metal;FX;159;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;103157;0.99
Metal;Supernaut;160;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;285779;0.99
Metal;Snowblind;161;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;331676;0.99
Metal;Cornucopia;162;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;234814;0.99
Metal;Laguna Sunrise;163;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;173087;0.99
Metal;St. Vitus Dance;164;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;149655;0.99
Metal;Under The Sun/Every Day Comes and Goes;165;Black Sabbath Vol. 4 (Remaster);Black Sabbath;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;350458;0.99
Alternative & Punk;Smoked Pork;166;Body Count;Body Count;NULL;47333;0.99
Alternative & Punk;Body Count's In The House;167;Body Count;Body Count;NULL;204251;0.99
Alternative & Punk;Now Sports;168;Body Count;Body Count;NULL;4884;0.99
Alternative & Punk;Body Count;169;Body Count;Body Count;NULL;317936;0.99
Alternative & Punk;A Statistic;170;Body Count;Body Count;NULL;6373;0.99
Alternative & Punk;Bowels Of The Devil;171;Body Count;Body Count;NULL;223216;0.99
Alternative & Punk;The Real Problem;172;Body Count;Body Count;NULL;11650;0.99
Alternative & Punk;KKK Bitch;173;Body Count;Body Count;NULL;173008;0.99
Alternative & Punk;D Note;174;Body Count;Body Count;NULL;95738;0.99
Alternative & Punk;Voodoo;175;Body Count;Body Count;NULL;300721;0.99
Alternative & Punk;The Winner Loses;176;Body Count;Body Count;NULL;392254;0.99
Alternative & Punk;There Goes The Neighborhood;177;Body Count;Body Count;NULL;350171;0.99
Alternative & Punk;Oprah;178;Body Count;Body Count;NULL;6635;0.99
Alternative & Punk;Evil Dick;179;Body Count;Body Count;NULL;239020;0.99
Alternative & Punk;Body Count Anthem;180;Body Count;Body Count;NULL;166426;0.99
Alternative & Punk;Momma's Gotta Die Tonight;181;Body Count;Body Count;NULL;371539;0.99
Alternative & Punk;Freedom Of Speech;182;Body Count;Body Count;NULL;281234;0.99
Metal;King In Crimson;183;Chemical Wedding;Bruce Dickinson;Roy Z;283167;0.99
Metal;Chemical Wedding;184;Chemical Wedding;Bruce Dickinson;Roy Z;246177;0.99
Metal;The Tower;185;Chemical Wedding;Bruce Dickinson;Roy Z;285257;0.99
Metal;Killing Floor;186;Chemical Wedding;Bruce Dickinson;Adrian Smith;269557;0.99
Metal;Book Of Thel;187;Chemical Wedding;Bruce Dickinson;Eddie Casillas/Roy Z;494393;0.99
Metal;Gates Of Urizen;188;Chemical Wedding;Bruce Dickinson;Roy Z;265351;0.99
Metal;Jerusalem;189;Chemical Wedding;Bruce Dickinson;Roy Z;402390;0.99
Metal;Trupets Of Jericho;190;Chemical Wedding;Bruce Dickinson;Roy Z;359131;0.99
Metal;Machine Men;191;Chemical Wedding;Bruce Dickinson;Adrian Smith;341655;0.99
Metal;The Alchemist;192;Chemical Wedding;Bruce Dickinson;Roy Z;509413;0.99
Metal;Realword;193;Chemical Wedding;Bruce Dickinson;Roy Z;237531;0.99
Blues;First Time I Met The Blues;194;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Eurreal Montgomery;140434;0.99
Blues;Let Me Love You Baby;195;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Willie Dixon;175386;0.99
Blues;Stone Crazy;196;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Buddy Guy;433397;0.99
Blues;Pretty Baby;197;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Willie Dixon;237662;0.99
Blues;When My Left Eye Jumps;198;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Al Perkins/Willie Dixon;235311;0.99
Blues;Leave My Girl Alone;199;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Buddy Guy;204721;0.99
Blues;She Suits Me To A Tee;200;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Buddy Guy;136803;0.99
Blues;Keep It To Myself (Aka Keep It To Yourself);201;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Sonny Boy Williamson [I];166060;0.99
Blues;My Time After Awhile;202;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Robert Geddins/Ron Badger/Sheldon Feinberg;182491;0.99
Blues;Too Many Ways (Alternate);203;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Willie Dixon;135053;0.99
Blues;Talkin' 'Bout Women Obviously;204;The Best Of Buddy Guy - The Millenium Collection;Buddy Guy;Amos Blakemore/Buddy Guy;589531;0.99
Latin;Jorge Da Capadócia;205;Prenda Minha;Caetano Veloso;Jorge Ben;177397;0.99
Latin;Prenda Minha;206;Prenda Minha;Caetano Veloso;Tradicional;99369;0.99
Latin;Meditação;207;Prenda Minha;Caetano Veloso;Tom Jobim - Newton Mendoça;148793;0.99
Latin;Terra;208;Prenda Minha;Caetano Veloso;Caetano Veloso;482429;0.99
Latin;Eclipse Oculto;209;Prenda Minha;Caetano Veloso;Caetano Veloso;221936;0.99
Latin;"Texto ""Verdade Tropical""";210;Prenda Minha;Caetano Veloso;Caetano Veloso;84088;0.99
Latin;Bem Devagar;211;Prenda Minha;Caetano Veloso;Gilberto Gil;133172;0.99
Latin;Drão;212;Prenda Minha;Caetano Veloso;Gilberto Gil;156264;0.99
Latin;Saudosismo;213;Prenda Minha;Caetano Veloso;Caetano Veloso;144326;0.99
Latin;Carolina;214;Prenda Minha;Caetano Veloso;Chico Buarque;181812;0.99
Latin;Sozinho;215;Prenda Minha;Caetano Veloso;Peninha;190589;0.99
Latin;Esse Cara;216;Prenda Minha;Caetano Veloso;Caetano Veloso;223111;0.99
Latin;Mel;217;Prenda Minha;Caetano Veloso;Caetano Veloso - Waly Salomão;294765;0.99
Latin;Linha Do Equador;218;Prenda Minha;Caetano Veloso;Caetano Veloso - Djavan;299337;0.99
Latin;Odara;219;Prenda Minha;Caetano Veloso;Caetano Veloso;141270;0.99
Latin;A Luz De Tieta;220;Prenda Minha;Caetano Veloso;Caetano Veloso;251742;0.99
Latin;Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu;221;Prenda Minha;Caetano Veloso;David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto;307252;0.99
Latin;Vida Boa;222;Prenda Minha;Caetano Veloso;Fausto Nilo - Armandinho;281730;0.99
Latin;Sozinho (Hitmakers Classic Mix);223;Sozinho Remix Ao Vivo;Caetano Veloso;NULL;436636;0.99
Latin;Sozinho (Hitmakers Classic Radio Edit);224;Sozinho Remix Ao Vivo;Caetano Veloso;NULL;195004;0.99
Latin;Sozinho (Caêdrum 'n' Bass);225;Sozinho Remix Ao Vivo;Caetano Veloso;NULL;328071;0.99
Latin;Carolina;226;Minha Historia;Chico Buarque;NULL;163056;0.99
Latin;Essa Moça Ta Diferente;227;Minha Historia;Chico Buarque;NULL;167235;0.99
Latin;Vai Passar;228;Minha Historia;Chico Buarque;NULL;369763;0.99
Latin;Samba De Orly;229;Minha Historia;Chico Buarque;NULL;162429;0.99
Latin;Bye, Bye Brasil;230;Minha Historia;Chico Buarque;NULL;283402;0.99
Latin;Atras Da Porta;231;Minha Historia;Chico Buarque;NULL;189675;0.99
Latin;Tatuagem;232;Minha Historia;Chico Buarque;NULL;172120;0.99
Latin;O Que Será (À Flor Da Terra);233;Minha Historia;Chico Buarque;NULL;167288;0.99
Latin;Morena De Angola;234;Minha Historia;Chico Buarque;NULL;186801;0.99
Latin;Apesar De Você;235;Minha Historia;Chico Buarque;NULL;234501;0.99
Latin;A Banda;236;Minha Historia;Chico Buarque;NULL;132493;0.99
Latin;Minha Historia;237;Minha Historia;Chico Buarque;NULL;182256;0.99
Latin;Com Açúcar E Com Afeto;238;Minha Historia;Chico Buarque;NULL;175386;0.99
Latin;Brejo Da Cruz;239;Minha Historia;Chico Buarque;NULL;214099;0.99
Latin;Meu Caro Amigo;240;Minha Historia;Chico Buarque;NULL;260257;0.99
Latin;Geni E O Zepelim;241;Minha Historia;Chico Buarque;NULL;317570;0.99
Latin;Trocando Em Miúdos;242;Minha Historia;Chico Buarque;NULL;169717;0.99
Latin;Vai Trabalhar Vagabundo;243;Minha Historia;Chico Buarque;NULL;139154;0.99
Latin;Gota D'água;244;Minha Historia;Chico Buarque;NULL;153208;0.99
Latin;Construção / Deus Lhe Pague;245;Minha Historia;Chico Buarque;NULL;383059;0.99
Latin;Meia-Lua Inteira;515;Minha Historia;Chico Buarque;NULL;222093;0.99
Latin;Voce e Linda;516;Minha Historia;Chico Buarque;NULL;242938;0.99
Latin;Um Indio;517;Minha Historia;Chico Buarque;NULL;195944;0.99
Latin;Podres Poderes;518;Minha Historia;Chico Buarque;NULL;259761;0.99
Latin;Voce Nao Entende Nada - Cotidiano;519;Minha Historia;Chico Buarque;NULL;421982;0.99
Latin;O Estrangeiro;520;Minha Historia;Chico Buarque;NULL;374700;0.99
Latin;Menino Do Rio;521;Minha Historia;Chico Buarque;NULL;147670;0.99
Latin;Qualquer Coisa;522;Minha Historia;Chico Buarque;NULL;193410;0.99
Latin;Sampa;523;Minha Historia;Chico Buarque;NULL;185051;0.99
Latin;Queixa;524;Minha Historia;Chico Buarque;NULL;299676;0.99
Latin;O Leaozinho;525;Minha Historia;Chico Buarque;NULL;184398;0.99
Latin;Fora Da Ordem;526;Minha Historia;Chico Buarque;NULL;354011;0.99
Latin;Terra;527;Minha Historia;Chico Buarque;NULL;401319;0.99
Latin;Alegria, Alegria;528;Minha Historia;Chico Buarque;NULL;169221;0.99
Latin;Mateus Enter;246;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;33149;0.99
Latin;O Cidadão Do Mundo;247;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;200933;0.99
Latin;Etnia;248;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;152555;0.99
Latin;Quilombo Groove [Instrumental];249;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;151823;0.99
Latin;Macô;250;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;249600;0.99
Latin;Um Passeio No Mundo Livre;251;Afrociberdelia;Chico Science & Nação Zumbi;Chico Science;240091;0.99
